Expression ,Value,Expression ,Value,Expression ,Value,Expression ,Value,Expression ,Value,Expression ,Value,Expression ,Value,Expression ,Value
integ( i("/I0/vdd" ?result "tran"), 10.76983n,16.60733n),66.51E-15,integ( i("/I0/vdd" ?result "tran"), 50.77882n,56.61632n),9.677E-15,integ( i("/I0/vdd" ?result "tran"), 91.41598n,97.25348n),-7.459E-15,integ( i("/I0/vdd" ?result "tran"), 130.7333n,136.5708n),3.207E-15,integ( i("/I0/vdd" ?result "tran"), 170.7914n,176.62889n),10.68E-15,integ( i("/I0/vdd" ?result "tran"), 201.7333n,207.5708n),-52.95E-15,integ( i("/I0/vdd" ?result "tran"), 251.4058n,257.2433n),-16.02E-15,integ( i("/I0/vdd" ?result "tran"), 290.7734n,296.6109n),-13.20E-15
